Year,SEX,AREA,Value
2015,Male,Nablus,
2016,Male,Nablus,
2017,Male,Nablus,
2018,Male,Nablus,
2006,Female,Palestine,2710.7
2007,Female,Palestine,2710.7
2008,Female,Palestine,2710.7
2009,Female,Palestine,2710.7
2010,Female,Palestine,2710.7
2011,Female,Palestine,2710.7
2012,Female,Palestine,2710.7
2013,Female,Palestine,2710.7
2014,Female,Palestine,2710.7
2015,Female,Palestine,2710.7
2016,Female,Palestine,2710.7
2017,Female,Palestine,2710.7
2018,Female,Palestine,2710.7
2006,Female,Jenin,3276.5
2007,Female,Jenin,3276.5
2008,Female,Jenin,3276.5
2009,Female,Jenin,3276.5
2010,Female,Jenin,3276.5
2011,Female,Jenin,3276.5
2012,Female,Jenin,3276.5
2013,Female,Jenin,3276.5
2014,Female,Jenin,3276.5
2015,Female,Jenin,3276.5
2016,Female,Jenin,3276.5
2017,Female,Jenin,3276.5
2018,Female,Jenin,3276.5
2006,Female,Tubas & Northern Valleys,3612.0
2007,Female,Tubas & Northern Valleys,3612.0
2008,Female,Tubas & Northern Valleys,3612.0
2009,Female,Tubas & Northern Valleys,3612.0
2010,Female,Tubas & Northern Valleys,3612.0
2011,Female,Tubas & Northern Valleys,3612.0
2012,Female,Tubas & Northern Valleys,3612.0
2013,Female,Tubas & Northern Valleys,3612.0
2014,Female,Tubas & Northern Valleys,3612.0
2015,Female,Tubas & Northern Valleys,3612.0
2016,Female,Tubas & Northern Valleys,3612.0
2017,Female,Tubas & Northern Valleys,3612.0
2018,Female,Tubas & Northern Valleys,3612.0
2006,Female,Tulkarm,4645.5
2007,Female,Tulkarm,4645.5
2008,Female,Tulkarm,4645.5
2009,Female,Tulkarm,4645.5
2010,Female,Tulkarm,4645.5
2011,Female,Tulkarm,4645.5
2012,Female,Tulkarm,4645.5
2013,Female,Tulkarm,4645.5
2014,Female,Tulkarm,4645.5
2015,Female,Tulkarm,4645.5
2016,Female,Tulkarm,4645.5
2017,Female,Tulkarm,4645.5
2018,Female,Tulkarm,4645.5
2006,Female,Nablus,
2007,Female,Nablus,
2008,Female,Nablus,
2009,Female,Nablus,
2010,Female,Nablus,
2011,Female,Nablus,
2012,Female,Nablus,
2013,Female,Nablus,
2014,Female,Nablus,
2015,Female,Nablus,
2016,Female,Nablus,
2017,Female,Nablus,
2018,Female,Nablus,
2006,Both sexes or no breakdown by sex,Palestine,2739.9
2007,Both sexes or no breakdown by sex,Palestine,2710.7
2008,Both sexes or no breakdown by sex,Palestine,2620.3
2009,Both sexes or no breakdown by sex,Palestine,3026.6
2010,Both sexes or no breakdown by sex,Palestine,3276.5
2011,Both sexes or no breakdown by sex,Palestine,3226.3
2012,Both sexes or no breakdown by sex,Palestine,3380.6
2013,Both sexes or no breakdown by sex,Palestine,3612.0
2014,Both sexes or no breakdown by sex,Palestine,4614.9
2015,Both sexes or no breakdown by sex,Palestine,4496.1
2016,Both sexes or no breakdown by sex,Palestine,4645.5
2017,Both sexes or no breakdown by sex,Palestine,4777.2
2018,Both sexes or no breakdown by sex,Palestine,4527.7
2006,Both sexes or no breakdown by sex,Jenin,3026.6
2007,Both sexes or no breakdown by sex,Jenin,3026.6
2008,Both sexes or no breakdown by sex,Jenin,3026.6
2009,Both sexes or no breakdown by sex,Jenin,3026.6
2010,Both sexes or no breakdown by sex,Jenin,3026.6
2011,Both sexes or no breakdown by sex,Jenin,3026.6
2012,Both sexes or no breakdown by sex,Jenin,3026.6
2013,Both sexes or no breakdown by sex,Jenin,3026.6
2014,Both sexes or no breakdown by sex,Jenin,3026.6
2015,Both sexes or no breakdown by sex,Jenin,3026.6
2016,Both sexes or no breakdown by sex,Jenin,3026.6
2017,Both sexes or no breakdown by sex,Jenin,3026.6
2018,Both sexes or no breakdown by sex,Jenin,3026.6
2006,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2007,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2008,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2009,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2010,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2011,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2012,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2013,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2014,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2015,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2016,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2017,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2018,Both sexes or no breakdown by sex,Tubas & Northern Valleys,3380.6
2006,Both sexes or no breakdown by sex,Tulkarm,4496.1
2007,Both sexes or no breakdown by sex,Tulkarm,4496.1
2008,Both sexes or no breakdown by sex,Tulkarm,4496.1
2009,Both sexes or no breakdown by sex,Tulkarm,4496.1
2010,Both sexes or no breakdown by sex,Tulkarm,4496.1
2011,Both sexes or no breakdown by sex,Tulkarm,4496.1
2012,Both sexes or no breakdown by sex,Tulkarm,4496.1
2013,Both sexes or no breakdown by sex,Tulkarm,4496.1
2014,Both sexes or no breakdown by sex,Tulkarm,4496.1
2015,Both sexes or no breakdown by sex,Tulkarm,4496.1
2016,Both sexes or no breakdown by sex,Tulkarm,4496.1
2017,Both sexes or no breakdown by sex,Tulkarm,4496.1
2018,Both sexes or no breakdown by sex,Tulkarm,4496.1
2006,Both sexes or no breakdown by sex,Nablus,4527.7
2007,Both sexes or no breakdown by sex,Nablus,4527.7
2008,Both sexes or no breakdown by sex,Nablus,4527.7
2009,Both sexes or no breakdown by sex,Nablus,4527.7
2010,Both sexes or no breakdown by sex,Nablus,4527.7
2011,Both sexes or no breakdown by sex,Nablus,4527.7
2012,Both sexes or no breakdown by sex,Nablus,4527.7
2013,Both sexes or no breakdown by sex,Nablus,4527.7
2014,Both sexes or no breakdown by sex,Nablus,4527.7
2015,Both sexes or no breakdown by sex,Nablus,4527.7
2016,Both sexes or no breakdown by sex,Nablus,4527.7
2017,Both sexes or no breakdown by sex,Nablus,4527.7
2018,Both sexes or no breakdown by sex,Nablus,4527.7
