Year,SEX,AREA,Series,Value
2019,,West Bank,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",39.2
2011,,Gaza Strip,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",
2014,,Gaza Strip,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",
2017,,Gaza Strip,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",
2018,,Gaza Strip,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",
2019,,Gaza Strip,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",20.8
2011,,Palestine,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",19.43
2014,,Palestine,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",24.24
2017,,Palestine,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",25.02
2018,,Palestine,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",55.0
2019,,Palestine,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider (% of adults aged 15 years and older) by SEX, AREA and TIME PERIOD",44.0
