Year,SEX,AREA,Series,Value
2013,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2014,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2015,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2016,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2017,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2018,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2019,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2020,,Tubas & Northern Valleys,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",7.4
2011,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2012,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2013,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2014,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2015,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2016,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2017,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2018,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2019,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
2020,,Tulkarm,"Installed renewable energy-generating capacity in developing countries (in watts/capita) by SEX, AREA and TIME PERIOD",19.6
