Year,SEX,AREA,Series,Value
2000,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",49.5
2009,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",77.2
2011,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",83.1
2014,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",86.6
2018,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",94.9
2019,Male,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",63.4
2009,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",60.2
2011,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",71.5
2014,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",86.9
2018,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",96.2
2019,Male,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",41.6
2009,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.6
2011,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",64.7
2014,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",80.5
2018,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",92.9
2019,Male,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",60.9
2009,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",71.6
2011,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",73.9
2014,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",84.4
2018,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",98.0
2019,Male,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.6
2009,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",59.6
2011,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",93.2
2014,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",77.2
2018,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",97.8
2019,Male,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.9
2009,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",60.0
2011,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.8
2014,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",93.4
2018,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",95.7
2019,Male,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",56.3
2009,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.4
2011,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",85.6
2014,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",88.4
2018,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",98.2
2019,Male,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",62.0
2009,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",81.0
2011,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",88.0
2014,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",93.3
2018,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",98.8
2019,Male,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",66.5
2009,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",76.0
2011,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",89.3
2014,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",84.3
2018,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",92.8
2019,Male,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",41.9
2009,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",70.3
2011,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",75.7
2014,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",83.6
2018,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",96.7
2019,Male,Bethlehem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",55.1
2009,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",61.0
2011,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",76.2
2014,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",87.8
2018,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",96.4
2019,Male,Hebron,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",55.9
2009,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",63.1
2011,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",56.6
2014,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",76.9
2018,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",85.3
2019,Male,North Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",46.5
2009,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",58.1
2011,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",78.0
2014,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",75.1
2018,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",90.2
2019,Male,Gaza,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",46.4
2009,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.6
2011,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",63.3
2014,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",71.7
2018,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",93.3
2019,Male,Dier Al-Balah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",39.3
2009,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",60.7
2011,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",77.3
2014,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",81.6
2018,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",92.2
2019,Male,Khan Yunis,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",40.0
2009,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",61.3
2011,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",77.5
2014,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",76.9
2018,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",90.7
2019,Male,Rafah,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2009,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2011,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2014,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2018,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2019,Female,West Bank,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2009,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2011,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2014,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2018,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2019,Female,Gaza Strip,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",5.2
2004,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",14.6
2006,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",22.4
2009,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",41.6
2011,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",53.6
2014,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",65.3
2018,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",83.2
2019,Female,Palestine,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",70.5
2000,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",21.2
2009,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",37.7
2011,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",49.2
2014,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",61.8
2018,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",91.3
2019,Female,Jenin,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",14.3
2009,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",52.2
2011,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",37.1
2014,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",54.2
2018,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",74.5
2019,Female,Tubas & Northern Valleys,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",18.8
2009,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",38.0
2011,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",50.4
2014,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.8
2018,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",87.0
2019,Female,Tulkarm,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",24.9
2009,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",48.2
2011,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",68.4
2014,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",72.6
2018,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",92.2
2019,Female,Nablus,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",56.1
2009,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",41.2
2011,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",56.8
2014,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",68.0
2018,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",86.2
2019,Female,Qalqiliya,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",22.6
2009,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",47.2
2011,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",47.8
2014,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",65.8
2018,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",86.9
2019,Female,Salfit,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",24.3
2009,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",53.6
2011,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",75.6
2014,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",72.1
2018,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",88.2
2019,Female,Ramallah & Al-Bireh,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",13.0
2009,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",67.4
2011,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",46.5
2014,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",86.2
2018,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",90.3
2019,Female,Jericho & AL Aghwar,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2000,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2004,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",
2006,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",52.5
2009,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",60.3
2011,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",82.6
2014,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",73.1
2018,Female,Jerusalem,"Proportion of individuals who own a mobile telephone, by sex by SEX, AREA and TIME PERIOD",87.4
