Year,SEX,AREA,Series,Value
2009,Male,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Male,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Male,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Male,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Male,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",26.4
2010,Female,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",26.2
2011,Female,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",26.2
2017,Female,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",29.7
2009,Female,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,Female,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,Female,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,Female,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,Female,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2009,,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",19.4
2010,,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",18.3
2011,,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",17.8
2017,,West Bank,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",13.9
2009,,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",38.3
2010,,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",38.0
2011,,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",38.8
2017,,Gaza Strip,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",53.0
2009,,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",26.2
2010,,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",25.7
2011,,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",25.8
2017,,Palestine,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",29.2
2009,,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Jenin,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",11.4
2009,,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Tubas & Northern Valleys,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",15.4
2009,,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Tulkarm,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",15.5
2009,,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Nablus,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",16.6
2009,,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Qalqiliya,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",20.7
2009,,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Salfit,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",14.1
2009,,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Ramallah & Al-Bireh,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",9.7
2009,,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Jericho & AL Aghwar,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",15.7
2009,,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Bethlehem,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",9.4
2009,,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Hebron,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",20.3
2009,,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,North Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",51.2
2009,,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Gaza,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",51.6
2009,,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Dier Al-Balah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",55.6
2009,,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Khan Yunis,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",54.2
2009,,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2010,,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2011,,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",
2017,,Rafah,"Proportion of population living below the national poverty line (%) by SEX, AREA and TIME PERIOD",55.7
