Year,SEX,AREA,Series,Value
2016,Male,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2019,Male,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2000,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.6
2001,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2002,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2006,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2007,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2008,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2014,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2015,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2016,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2019,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.3
2000,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2001,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2002,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2006,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2007,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2008,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2014,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2015,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2016,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2019,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2000,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2001,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2002,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2006,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2007,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2008,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2014,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2015,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2016,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2019,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2000,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.3
2001,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.5
2002,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2006,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.5
2007,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.5
2008,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2014,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2015,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.5
2016,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2019,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.3
2000,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.5
2001,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2002,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2006,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.7
2007,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2008,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2014,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.7
2015,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2016,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",
2019,,West Bank,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.7
2000,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2001,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2002,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",0.7
2006,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2007,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2008,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",0.7
2014,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",0.7
2015,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2016,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",0.7
2019,,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",0.8
2000,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2001,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2002,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2006,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2007,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2008,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2014,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2015,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.4
2016,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.2
2019,,Palestine,"Prevalence of malnutrition (weight for height > + 2 or < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (wasting) by SEX, AREA and TIME PERIOD",1.3
2014,Male,West Bank,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2019,Male,West Bank,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2014,Male,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2019,Male,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2014,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",9.1
2019,Male,Palestine,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",10.2
2014,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2019,Female,West Bank,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2014,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2019,Female,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",
2014,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",7.1
2019,Female,Palestine,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",6.9
2014,Both sexes or no breakdown by sex,West Bank,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",9.8
2019,Both sexes or no breakdown by sex,West Bank,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",10.9
2014,Both sexes or no breakdown by sex,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",6.5
2019,Both sexes or no breakdown by sex,Gaza Strip,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",5.8
2014,Both sexes or no breakdown by sex,Palestine,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",8.2
2019,Both sexes or no breakdown by sex,Palestine,"Prevalence of malnutrition (weight for height > + 2 or  < - 2 standard deviation from the median of the WHO Child Growth Standards) among children under 5 years of age, by type (overweight) by SEX, AREA and TIME PERIOD",8.6
